First,Last,Inning,Home_Score,Away_Score,Runners_on_Base,Event_Outcome,RBIs_Scored,Max_RBIs_Possible,Situational_Factor,Event_Score,Situational_Score
Darnell,McDonald,2,0,2,2,"Wild Pitch",0,3,0.666667,0,0
Darnell,McDonald,2,0,2,2,"Nonintentional Walk",0,3,0.666667,0.3,0.2
Kevin,Youkilis,2,0,2,3,"Generic Out",0,4,0.666667,-0.2,-0.133333
Bobby,Abreu,2,0,2,0,Strikeout,0,1,0.666667,-0.5,-0.333333
Hideki,Matsui,2,0,2,0,"Nonintentional Walk",0,1,0.666667,0.3,0.2
Howie,Kendrick,2,0,2,1,Single,0,2,0.666667,1,0.666667
Mike,Napoli,2,0,2,2,"Generic Out",0,3,0.666667,-0.2,-0.133333
Bobby,Wilson,2,0,2,2,Single,1,3,0.666667,1,0.888889
Reggie,Willits,2,1,2,2,Single,1,3,1,1,1.33333
Erick,Aybar,2,2,2,2,"Generic Out",0,3,2,-0.2,-0.4
David,Ortiz,3,2,2,0,Single,0,1,3,1,3
Victor,Martinez,3,2,2,1,Single,0,2,3,1,3
Adrian,Beltre,3,2,2,2,"Generic Out",0,3,3,-0.2,-0.6
Jeremy,Hermida,3,2,2,2,Strikeout,0,3,3,-0.5,-1.5
Bill,Hall,3,2,2,2,Strikeout,0,3,3,-0.5,-1.5
Maicer,Izturis,3,2,2,0,Strikeout,0,1,3,-0.5,-1.5
Alberto,Callaspo,3,2,2,0,"Generic Out",0,1,3,-0.2,-0.6
Bobby,Abreu,3,2,2,0,"Generic Out",0,1,3,-0.2,-0.6
Eric,Patterson,4,2,2,0,"Generic Out",0,1,4,-0.2,-0.8
Marco,Scutaro,4,2,2,0,Single,0,1,4,1,4
Darnell,McDonald,4,2,2,1,"Generic Out",0,2,4,-0.2,-0.8
Kevin,Youkilis,4,2,2,1,"Generic Out",0,2,4,-0.2,-0.8
Hideki,Matsui,4,2,2,0,"Generic Out",0,1,4,-0.2,-0.8
Howie,Kendrick,4,2,2,0,"Generic Out",0,1,4,-0.2,-0.8
Mike,Napoli,4,2,2,0,Double,0,1,4,2,8
Bobby,Wilson,4,2,2,1,"Generic Out",0,2,4,-0.2,-0.8
David,Ortiz,5,2,2,0,Strikeout,0,1,5,-0.5,-2.5
Victor,Martinez,5,2,2,0,"Generic Out",0,1,5,-0.2,-1
Adrian,Beltre,5,2,2,0,"Generic Out",0,1,5,-0.2,-1
Reggie,Willits,5,2,2,0,Double,0,1,5,2,10
Erick,Aybar,5,2,2,1,"Generic Out",0,2,5,-0.2,-1
Maicer,Izturis,5,2,2,1,"Generic Out",1,2,5,-0.2,1.5
Alberto,Callaspo,5,3,2,0,"Generic Out",0,1,2.5,-0.2,-0.5
Jeremy,Hermida,6,3,2,0,Strikeout,0,1,3,-0.5,-1.5
Bill,Hall,6,3,2,0,Strikeout,0,1,3,-0.5,-1.5
Eric,Patterson,6,3,2,0,Triple,0,1,3,3,9
Marco,Scutaro,6,3,2,1,"Nonintentional Walk",0,2,3,0.3,0.9
Darnell,McDonald,6,3,2,2,"Generic Out",0,3,3,-0.2,-0.6
Bobby,Abreu,6,3,2,0,"Generic Out",0,1,3,-0.2,-0.6
Hideki,Matsui,6,3,2,0,"Generic Out",0,1,3,-0.2,-0.6
Howie,Kendrick,6,3,2,0,"Generic Out",0,1,3,-0.2,-0.6
Kevin,Youkilis,7,3,2,0,Homerun,1,1,3.5,4,17.5
David,Ortiz,7,3,3,0,Strikeout,0,1,7,-0.5,-3.5
Victor,Martinez,7,3,3,0,"Generic Out",0,1,7,-0.2,-1.4
Adrian,Beltre,7,3,3,0,Strikeout,0,1,7,-0.5,-3.5
Mike,Napoli,7,3,3,0,Strikeout,0,1,7,-0.5,-3.5
Bobby,Wilson,7,3,3,0,Strikeout,0,1,7,-0.5,-3.5
Reggie,Willits,7,3,3,0,"Generic Out",0,1,7,-0.2,-1.4
Jeremy,Hermida,8,3,3,0,"Nonintentional Walk",0,1,8,0.3,2.4
Bill,Hall,8,3,3,1,"Nonintentional Walk",0,2,8,0.3,2.4
Eric,Patterson,8,3,3,2,Single,0,3,8,1,8
Marco,Scutaro,8,3,3,3,Homerun,4,4,8,4,40
Darnell,McDonald,8,3,7,0,Strikeout,0,1,1.6,-0.5,-0.8
Kevin,Youkilis,8,3,7,0,"Nonintentional Walk",0,1,1.6,0.3,0.48
David,Ortiz,8,3,7,1,Strikeout,0,2,1.6,-0.5,-0.8
Victor,Martinez,8,3,7,1,Single,0,2,1.6,1,1.6
Adrian,Beltre,8,3,7,2,"Generic Out",0,3,1.6,-0.2,-0.32
Erick,Aybar,8,3,7,0,Strikeout,0,1,1.6,-0.5,-0.8
Maicer,Izturis,8,3,7,0,Strikeout,0,1,1.6,-0.5,-0.8
Alberto,Callaspo,8,3,7,0,Double,0,1,1.6,2,3.2
Bobby,Abreu,8,3,7,1,"Nonintentional Walk",0,2,1.6,0.3,0.48
Juan,Rivera,8,3,7,2,"Generic Out",0,3,1.6,-0.2,-0.32
Jeremy,Hermida,9,3,7,0,"Nonintentional Walk",0,1,1.8,0.3,0.54
Bill,Hall,9,3,7,1,"Nonintentional Walk",0,2,1.8,0.3,0.54
Eric,Patterson,9,3,7,2,"Generic Out",0,3,1.8,-0.2,-0.36
Marco,Scutaro,9,3,7,2,Strikeout,0,3,1.8,-0.5,-0.9
Darnell,McDonald,9,3,7,2,"Generic Out",0,3,1.8,-0.2,-0.36
Howie,Kendrick,9,3,7,0,"Generic Out",0,1,1.8,-0.2,-0.36
Mike,Napoli,9,3,7,0,Strikeout,0,1,1.8,-0.5,-0.9
Bobby,Wilson,9,3,7,0,Strikeout,0,1,1.8,-0.5,-0.9
Elvis,Andrus,1,0,0,0,Single,0,1,1,1,1
Michael,Young,1,0,0,1,Error,0,2,1,0,0
Josh,Hamilton,1,0,0,2,Double,1,3,1,2,2.33333
Vladimir,Guerrero,1,0,1,2,"Generic Out",0,3,0.5,-0.2,-0.1
Nelson,Cruz,1,0,1,2,Strikeout,0,3,0.5,-0.5,-0.25
David,Murphy,1,0,1,2,Single,2,3,0.5,1,0.833333
Bengie,Molina,1,0,3,1,"Wild Pitch",0,2,0.25,0,0
Bengie,Molina,1,0,3,1,"Generic Out",0,2,0.25,-0.2,-0.05
Erick,Aybar,1,0,3,0,"Nonintentional Walk",0,1,0.25,0.3,0.075
Maicer,Izturis,1,0,3,1,"Generic Out",0,2,0.25,-0.2,-0.05
Bobby,Abreu,1,0,3,1,"Generic Out",0,2,0.25,-0.2,-0.05
Torii,Hunter,1,0,3,1,"Generic Out",0,2,0.25,-0.2,-0.05
Mitch,Moreland,2,0,3,0,Single,0,1,0.5,1,0.5
Joaquin,Arias,2,0,3,1,"Generic Out",0,2,0.5,-0.2,-0.1
Elvis,Andrus,2,0,3,1,Single,0,2,0.5,1,0.5
Michael,Young,2,0,3,2,"Stolen Base",0,3,0.5,0,0
Michael,Young,2,0,3,2,Strikeout,0,3,0.5,-0.5,-0.25
Josh,Hamilton,2,0,3,2,"Nonintentional Walk",0,3,0.5,0.3,0.15
Vladimir,Guerrero,2,0,3,3,Single,2,4,0.5,1,0.75
Nelson,Cruz,2,0,5,2,"Generic Out",0,3,0.333333,-0.2,-0.0666667
Hideki,Matsui,2,0,5,0,Single,0,1,0.333333,1,0.333333
Alberto,Callaspo,2,0,5,1,Single,0,2,0.333333,1,0.333333
Howie,Kendrick,2,0,5,2,Strikeout,0,3,0.333333,-0.5,-0.166667
Juan,Rivera,2,0,5,2,Homerun,3,3,0.333333,4,1.66667
Mike,Napoli,2,3,5,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Erick,Aybar,2,3,5,0,Homerun,1,1,0.666667,4,3.33333
Maicer,Izturis,2,4,5,0,"Generic Out",0,1,1,-0.2,-0.2
David,Murphy,3,4,5,0,Strikeout,0,1,1.5,-0.5,-0.75
Bengie,Molina,3,4,5,0,Single,0,1,1.5,1,1.5
Mitch,Moreland,3,4,5,1,"Generic Out",0,2,1.5,-0.2,-0.3
Joaquin,Arias,3,4,5,1,Double,0,2,1.5,2,3
Elvis,Andrus,3,4,5,2,Single,1,3,1.5,1,2
Michael,Young,3,4,6,2,"Generic Out",0,3,1,-0.2,-0.2
Bobby,Abreu,3,4,6,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,3,4,6,0,"Generic Out",0,1,1,-0.2,-0.2
Hideki,Matsui,3,4,6,0,"Generic Out",0,1,1,-0.2,-0.2
Josh,Hamilton,4,4,6,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Vladimir,Guerrero,4,4,6,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Nelson,Cruz,4,4,6,0,Homerun,1,1,1.33333,4,6.66667
David,Murphy,4,4,7,0,"Generic Out",0,1,1,-0.2,-0.2
Alberto,Callaspo,4,4,7,0,Single,0,1,1,1,1
Howie,Kendrick,4,4,7,1,Single,0,2,1,1,1
Juan,Rivera,4,4,7,2,Single,1,3,1,1,1.33333
Mike,Napoli,4,5,7,2,Double,1,3,1.33333,2,3.11111
Erick,Aybar,4,6,7,2,"Generic Out",1,3,2,-0.2,0.266667
Maicer,Izturis,4,7,7,1,Single,1,2,4,1,6
Bobby,Abreu,4,8,7,1,Strikeout,0,2,2,-0.5,-1
Torii,Hunter,4,8,7,1,Error,0,2,2,0,0
Hideki,Matsui,4,8,7,2,Strikeout,0,3,2,-0.5,-1
Bengie,Molina,5,8,7,0,"Generic Out",0,1,2.5,-0.2,-0.5
Mitch,Moreland,5,8,7,0,"Nonintentional Walk",0,1,2.5,0.3,0.75
Joaquin,Arias,5,8,7,1,Strikeout,0,2,2.5,-0.5,-1.25
Elvis,Andrus,5,8,7,1,Balk,0,2,2.5,0,0
Elvis,Andrus,5,8,7,1,"Generic Out",0,2,2.5,-0.2,-0.5
Alberto,Callaspo,5,8,7,0,"Generic Out",0,1,2.5,-0.2,-0.5
Howie,Kendrick,5,8,7,0,Strikeout,0,1,2.5,-0.5,-1.25
Juan,Rivera,5,8,7,0,"Generic Out",0,1,2.5,-0.2,-0.5
Michael,Young,6,8,7,0,"Generic Out",0,1,3,-0.2,-0.6
Josh,Hamilton,6,8,7,0,"Generic Out",0,1,3,-0.2,-0.6
Vladimir,Guerrero,6,8,7,0,"Generic Out",0,1,3,-0.2,-0.6
Mike,Napoli,6,8,7,0,"Generic Out",0,1,3,-0.2,-0.6
Erick,Aybar,6,8,7,0,"Nonintentional Walk",0,1,3,0.3,0.9
Maicer,Izturis,6,8,7,1,Strikeout,0,2,3,-0.5,-1.5
Bobby,Abreu,6,8,7,1,Double,1,2,3,2,7.5
Torii,Hunter,6,9,7,1,"Intentional Walk",0,2,2,0.3,0.6
Hideki,Matsui,6,9,7,2,"Generic Out",0,3,2,-0.2,-0.4
Nelson,Cruz,7,9,7,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
David,Murphy,7,9,7,0,Single,0,1,2.33333,1,2.33333
Bengie,Molina,7,9,7,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Mitch,Moreland,7,9,7,1,"Stolen Base",0,2,2.33333,0,0
Mitch,Moreland,7,9,7,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Alberto,Callaspo,7,9,7,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Howie,Kendrick,7,9,7,0,Strikeout,0,1,2.33333,-0.5,-1.16667
Juan,Rivera,7,9,7,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Joaquin,Arias,8,9,7,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Elvis,Andrus,8,9,7,0,Single,0,1,2.66667,1,2.66667
Michael,Young,8,9,7,1,Strikeout,0,2,2.66667,-0.5,-1.33333
Julio,Borbon,8,9,7,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Mike,Napoli,8,9,7,0,Strikeout,0,1,2.66667,-0.5,-1.33333
Erick,Aybar,8,9,7,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Maicer,Izturis,8,9,7,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Vladimir,Guerrero,9,9,7,0,"Generic Out",0,1,3,-0.2,-0.6
Nelson,Cruz,9,9,7,0,"Generic Out",0,1,3,-0.2,-0.6
Jorge,Cantu,9,9,7,0,"Generic Out",0,1,3,-0.2,-0.6
Elvis,Andrus,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Michael,Young,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
David,Murphy,1,0,0,0,Single,0,1,1,1,1
Vladimir,Guerrero,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Maicer,Izturis,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Torii,Hunter,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Nelson,Cruz,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Cristian,Guzman,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Jorge,Cantu,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Hideki,Matsui,2,0,0,0,Single,0,1,2,1,2
Alberto,Callaspo,2,0,0,1,"Generic Out",0,2,2,-0.2,-0.4
Howie,Kendrick,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Bengie,Molina,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Julio,Borbon,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Elvis,Andrus,3,0,0,0,"Hit By Pitch",0,1,3,0.2,0.6
Michael,Young,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
Juan,Rivera,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Mike,Napoli,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Erick,Aybar,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
David,Murphy,4,0,0,0,"Nonintentional Walk",0,1,4,0.3,1.2
Vladimir,Guerrero,4,0,0,1,Homerun,2,2,4,4,20
Nelson,Cruz,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Cristian,Guzman,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Jorge,Cantu,4,0,2,0,Single,0,1,1.33333,1,1.33333
Bengie,Molina,4,0,2,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Maicer,Izturis,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Bobby,Abreu,4,0,2,0,Single,0,1,1.33333,1,1.33333
Torii,Hunter,4,0,2,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Hideki,Matsui,4,0,2,1,Strikeout,0,2,1.33333,-0.5,-0.666667
Julio,Borbon,5,0,2,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Elvis,Andrus,5,0,2,0,Strikeout,0,1,1.66667,-0.5,-0.833333
Michael,Young,5,0,2,0,Strikeout,0,1,1.66667,-0.5,-0.833333
Alberto,Callaspo,5,0,2,0,Single,0,1,1.66667,1,1.66667
Howie,Kendrick,5,0,2,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Juan,Rivera,5,0,2,1,"Fielder Choice",0,2,1.66667,0,0
Mike,Napoli,5,0,2,2,"Generic Out",0,3,1.66667,-0.2,-0.333333
Erick,Aybar,5,0,2,2,Strikeout,0,3,1.66667,-0.5,-0.833333
David,Murphy,6,0,2,0,"Generic Out",0,1,2,-0.2,-0.4
Vladimir,Guerrero,6,0,2,0,"Generic Out",0,1,2,-0.2,-0.4
Nelson,Cruz,6,0,2,0,Single,0,1,2,1,2
Cristian,Guzman,6,0,2,1,"Caught Stealing",0,2,2,0,0
Maicer,Izturis,6,0,2,0,Strikeout,0,1,2,-0.5,-1
Bobby,Abreu,6,0,2,0,"Nonintentional Walk",0,1,2,0.3,0.6
Torii,Hunter,6,0,2,1,"Generic Out",0,2,2,-0.2,-0.4
Hideki,Matsui,6,0,2,1,"Wild Pitch",0,2,2,0,0
Hideki,Matsui,6,0,2,1,"Generic Out",0,2,2,-0.2,-0.4
Cristian,Guzman,7,0,2,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Jorge,Cantu,7,0,2,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Bengie,Molina,7,0,2,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Alberto,Callaspo,7,0,2,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Howie,Kendrick,7,0,2,0,Homerun,1,1,2.33333,4,11.6667
Juan,Rivera,7,1,2,0,"Generic Out",0,1,3.5,-0.2,-0.7
Mike,Napoli,7,1,2,0,Double,0,1,3.5,2,7
Erick,Aybar,7,1,2,1,"Hit By Pitch",0,2,3.5,0.2,0.7
Maicer,Izturis,7,1,2,2,"Generic Out",0,3,3.5,-0.2,-0.7
Julio,Borbon,8,1,2,0,"Generic Out",0,1,4,-0.2,-0.8
Elvis,Andrus,8,1,2,0,Single,0,1,4,1,4
Michael,Young,8,1,2,1,"Stolen Base",0,2,4,0,0
Michael,Young,8,1,2,1,"Wild Pitch",0,2,4,0,0
Michael,Young,8,1,2,1,"Generic Out",0,2,4,-0.2,-0.8
David,Murphy,8,1,2,1,"Generic Out",0,2,4,-0.2,-0.8
Bobby,Abreu,8,1,2,0,"Generic Out",0,1,4,-0.2,-0.8
Torii,Hunter,8,1,2,0,Strikeout,0,1,4,-0.5,-2
Hideki,Matsui,8,1,2,0,Strikeout,0,1,4,-0.5,-2
Vladimir,Guerrero,9,1,2,0,"Generic Out",0,1,4.5,-0.2,-0.9
Nelson,Cruz,9,1,2,0,"Nonintentional Walk",0,1,4.5,0.3,1.35
Cristian,Guzman,9,1,2,1,Strikeout,0,2,4.5,-0.5,-2.25
Jorge,Cantu,9,1,2,1,"Generic Out",0,2,4.5,-0.2,-0.9
Alberto,Callaspo,9,1,2,0,"Generic Out",0,1,4.5,-0.2,-0.9
Howie,Kendrick,9,1,2,0,"Generic Out",0,1,4.5,-0.2,-0.9
Juan,Rivera,9,1,2,0,"Generic Out",0,1,4.5,-0.2,-0.9
Elvis,Andrus,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Michael,Young,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
David,Murphy,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,Single,0,1,1,1,1
Maicer,Izturis,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Alberto,Callaspo,1,0,0,1,Single,1,2,1,1,1.5
Torii,Hunter,1,1,0,1,Single,0,2,0.5,1,0.5
Mike,Napoli,1,1,0,2,"Generic Out",1,3,0.5,-0.2,0.0666667
Howie,Kendrick,1,2,0,1,Double,0,2,0.333333,2,0.666667
Vladimir,Guerrero,2,2,0,0,Strikeout,0,1,0.666667,-0.5,-0.333333
Nelson,Cruz,2,2,0,0,"Nonintentional Walk",0,1,0.666667,0.3,0.2
Cristian,Guzman,2,2,0,1,Strikeout,0,2,0.666667,-0.5,-0.333333
Mitch,Moreland,2,2,0,1,"Generic Out",0,2,0.666667,-0.2,-0.133333
Juan,Rivera,2,2,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Bobby,Wilson,2,2,0,0,Strikeout,0,1,0.666667,-0.5,-0.333333
Reggie,Willits,2,2,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Taylor,Teagarden,3,2,0,0,"Generic Out",0,1,1,-0.2,-0.2
Julio,Borbon,3,2,0,0,Single,0,1,1,1,1
Elvis,Andrus,3,2,0,1,"Nonintentional Walk",0,2,1,0.3,0.3
Michael,Young,3,2,0,2,Single,0,3,1,1,1
David,Murphy,3,2,0,3,"Generic Out",0,4,1,-0.2,-0.2
Vladimir,Guerrero,3,2,0,3,"Generic Out",0,4,1,-0.2,-0.2
Erick,Aybar,3,2,0,0,"Generic Out",0,1,1,-0.2,-0.2
Maicer,Izturis,3,2,0,0,"Generic Out",0,1,1,-0.2,-0.2
Alberto,Callaspo,3,2,0,0,"Generic Out",0,1,1,-0.2,-0.2
Nelson,Cruz,4,2,0,0,Strikeout,0,1,1.33333,-0.5,-0.666667
Cristian,Guzman,4,2,0,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Mitch,Moreland,4,2,0,0,Strikeout,0,1,1.33333,-0.5,-0.666667
Torii,Hunter,4,2,0,0,Single,0,1,1.33333,1,1.33333
Mike,Napoli,4,2,0,1,"Hit By Pitch",0,2,1.33333,0.2,0.266667
Howie,Kendrick,4,2,0,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Juan,Rivera,4,2,0,2,"Generic Out",1,3,1.33333,-0.2,0.177778
Bobby,Wilson,4,3,0,1,"Generic Out",0,2,1,-0.2,-0.2
Taylor,Teagarden,5,3,0,0,Strikeout,0,1,1.25,-0.5,-0.625
Julio,Borbon,5,3,0,0,Strikeout,0,1,1.25,-0.5,-0.625
Elvis,Andrus,5,3,0,0,"Generic Out",0,1,1.25,-0.2,-0.25
Reggie,Willits,5,3,0,0,"Generic Out",0,1,1.25,-0.2,-0.25
Erick,Aybar,5,3,0,0,"Generic Out",0,1,1.25,-0.2,-0.25
Maicer,Izturis,5,3,0,0,"Generic Out",0,1,1.25,-0.2,-0.25
Michael,Young,6,3,0,0,Error,0,1,1.5,0,0
David,Murphy,6,3,0,1,"Generic Out",0,2,1.5,-0.2,-0.3
Vladimir,Guerrero,6,3,0,1,Double,1,2,1.5,2,3.75
Nelson,Cruz,6,3,1,1,"Generic Out",0,2,2,-0.2,-0.4
Cristian,Guzman,6,3,1,1,"Generic Out",0,2,2,-0.2,-0.4
Alberto,Callaspo,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Torii,Hunter,6,3,1,0,Strikeout,0,1,2,-0.5,-1
Mike,Napoli,6,3,1,0,Single,0,1,2,1,2
Howie,Kendrick,6,3,1,1,Strikeout,0,2,2,-0.5,-1
Mitch,Moreland,7,3,1,0,Single,0,1,2.33333,1,2.33333
Taylor,Teagarden,7,3,1,1,"Stolen Base",0,2,2.33333,0,0
Taylor,Teagarden,7,3,1,1,Strikeout,0,2,2.33333,-0.5,-1.16667
Josh,Hamilton,7,3,1,1,"Nonintentional Walk",0,2,2.33333,0.3,0.7
Elvis,Andrus,7,3,1,2,"Generic Out",0,3,2.33333,-0.2,-0.466667
Michael,Young,7,3,1,2,"Stolen Base",0,3,2.33333,0,0
Michael,Young,7,3,1,2,"Generic Out",0,3,2.33333,-0.2,-0.466667
Juan,Rivera,7,3,1,0,Single,0,1,2.33333,1,2.33333
Bobby,Wilson,7,3,1,0,Strikeout,0,1,2.33333,-0.5,-1.16667
Reggie,Willits,7,3,1,0,Single,0,1,2.33333,1,2.33333
Erick,Aybar,7,3,1,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
David,Murphy,8,3,1,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Vladimir,Guerrero,8,3,1,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Nelson,Cruz,8,3,1,0,Strikeout,0,1,2.66667,-0.5,-1.33333
Maicer,Izturis,8,3,1,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Alberto,Callaspo,8,3,1,0,"Nonintentional Walk",0,1,2.66667,0.3,0.8
Torii,Hunter,8,3,1,1,Single,0,2,2.66667,1,2.66667
Mike,Napoli,8,3,1,2,"Intentional Walk",0,3,2.66667,0.3,0.8
Howie,Kendrick,8,3,1,3,"Generic Out",1,4,2.66667,-0.2,0.133333
Juan,Rivera,8,4,1,2,"Generic Out",0,3,2,-0.2,-0.4
Cristian,Guzman,9,4,1,0,"Nonintentional Walk",0,1,2.25,0.3,0.675
Mitch,Moreland,9,4,1,1,"Generic Out",0,2,2.25,-0.2,-0.45
Bengie,Molina,9,4,1,1,"Generic Out",0,2,2.25,-0.2,-0.45
Jorge,Cantu,9,4,1,1,"Defensive Indifferen",0,2,2.25,0,0
Jorge,Cantu,9,4,1,1,Single,0,2,2.25,1,2.25
Elvis,Andrus,9,4,1,2,"Generic Out",0,3,2.25,-0.2,-0.45
Gregor,Blanco,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Jason,Kendall,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Billy,Butler,1,0,0,0,Single,0,1,1,1,1
Kila,Ka'aihue,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Bobby,Abreu,1,0,0,0,Single,0,1,1,1,1
Erick,Aybar,1,0,0,1,Single,0,2,1,1,1
Alberto,Callaspo,1,0,0,2,"Generic Out",0,3,1,-0.2,-0.2
Hideki,Matsui,1,0,0,2,"Generic Out",1,3,1,-0.2,0.133333
Maicer,Izturis,1,1,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Wilson,Betemit,2,1,0,0,Strikeout,0,1,1,-0.5,-0.5
Alex,Gordon,2,1,0,0,"Generic Out",0,1,1,-0.2,-0.2
Mitch,Maier,2,1,0,0,Strikeout,0,1,1,-0.5,-0.5
Juan,Rivera,2,1,0,0,"Generic Out",0,1,1,-0.2,-0.2
Howie,Kendrick,2,1,0,0,Single,0,1,1,1,1
Jeff,Mathis,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Peter,Bourjos,2,1,0,1,"Nonintentional Walk",0,2,1,0.3,0.3
Bobby,Abreu,2,1,0,2,Double,2,3,1,2,2.66667
Erick,Aybar,2,3,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Yuniesky,Betancourt,3,3,0,0,Single,0,1,0.75,1,0.75
Chris,Getz,3,3,0,1,"Generic Out",0,2,0.75,-0.2,-0.15
Gregor,Blanco,3,3,0,1,"Nonintentional Walk",0,2,0.75,0.3,0.225
Jason,Kendall,3,3,0,2,"Generic Out",0,3,0.75,-0.2,-0.15
Alberto,Callaspo,3,3,0,0,Single,0,1,0.75,1,0.75
Hideki,Matsui,3,3,0,1,"Generic Out",0,2,0.75,-0.2,-0.15
Maicer,Izturis,3,3,0,1,Strikeout,0,2,0.75,-0.5,-0.375
Juan,Rivera,3,3,0,1,"Generic Out",0,2,0.75,-0.2,-0.15
Billy,Butler,4,3,0,0,"Generic Out",0,1,1,-0.2,-0.2
Kila,Ka'aihue,4,3,0,0,"Generic Out",0,1,1,-0.2,-0.2
Wilson,Betemit,4,3,0,0,"Generic Out",0,1,1,-0.2,-0.2
Howie,Kendrick,4,3,0,0,Strikeout,0,1,1,-0.5,-0.5
Jeff,Mathis,4,3,0,0,"Generic Out",0,1,1,-0.2,-0.2
Peter,Bourjos,4,3,0,0,Single,0,1,1,1,1
Bobby,Abreu,4,3,0,1,"Stolen Base",0,2,1,0,0
Bobby,Abreu,4,3,0,1,Homerun,2,2,1,4,5
Erick,Aybar,4,5,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Alex,Gordon,5,5,0,0,"Generic Out",0,1,0.833333,-0.2,-0.166667
Mitch,Maier,5,5,0,0,"Generic Out",0,1,0.833333,-0.2,-0.166667
Yuniesky,Betancourt,5,5,0,0,Homerun,1,1,0.833333,4,4.16667
Chris,Getz,5,5,1,0,"Generic Out",0,1,1,-0.2,-0.2
Alberto,Callaspo,5,5,1,0,"Generic Out",0,1,1,-0.2,-0.2
Hideki,Matsui,5,5,1,0,Single,0,1,1,1,1
Maicer,Izturis,5,5,1,1,Single,0,2,1,1,1
Juan,Rivera,5,5,1,2,"Generic Out",0,3,1,-0.2,-0.2
Howie,Kendrick,5,5,1,2,Strikeout,0,3,1,-0.5,-0.5
Gregor,Blanco,6,5,1,0,"Generic Out",0,1,1.2,-0.2,-0.24
Jason,Kendall,6,5,1,0,"Generic Out",0,1,1.2,-0.2,-0.24
Billy,Butler,6,5,1,0,"Generic Out",0,1,1.2,-0.2,-0.24
